ColumnName,NonUniqueValue,Count,Associated_MFHD_IDs
TITLE,"Fitz-greene Halleck, An Early Knickerbocker Wit And Poet / by Nelson Frederick Adkins.",2,"14943477, 14943476"
TITLE,Fluid Migration in an Overthrust Sequence of the Canadian Cordillera / by Grant R. Woodwell.,2,"14738137, 14749697"
TITLE,Form of Platonic inquiry / Paul Desjardins.,2,"7563259, 7546005"
TITLE,"Free expansion of gases / by Norman Ilsley Adams, Jr.",2,"12886444, 12886443"
TITLE,Gamma-radiation From Nuclear Reactions / by David E. Alburger.,2,"14943452, 14943451"
TITLE,"Gastronomic Alchemy : How Black Philadelphia Caterers Transformed Taste into Capital, 1790 - 1925 / by Danya M. Pilgrim.",2,"14869096, 16035619"
TITLE,"Geology Of The Northeast Portion Of The Flinflon Map Area, Manitoba / by John W. Ambrose.",2,"14943502, 14943503"
TITLE,"Geology Of The Ranji Lake And Ghost Lake Areas, Northwest Territories, Canada / by Grant M. Wright.",2,"14951857, 14951856"
TITLE,Goethe and his stowaways / by George Crawford Buck.,2,"10043243, 10043239"
TITLE,Goethe and the publication of his works / by Ian C. Loram.,2,"10043268, 10043266"
TITLE,Goethes Gestalten / von Albert Scholz.,2,"10043334, 10043335"
TITLE,Growth Of The Extra-curriculum In The New England Secondary Schools To 1918 / by Forrest Jack Agee.,2,"14943416, 14943417"
TITLE,"Hartford Public High School, 1639-1865 / by Charles Duncan Yetman.",2,"14954415, 14954416"
TITLE,Hero and His Opponent in the Heroic Tragedy from Gottsched to Lessing / by Charlotte Von W. Anderson.,2,"14579315, 14569734"
TITLE,High Field Conductance Of Polyelectrolytes / by Kurt Falke Wissbrun.,2,"14951762, 14951761"
TITLE,"History of the Great Mountain Forest, Litchfield County, Connecticut / Herbert I. Winer.",2,"12669407, 12669406"
TITLE,Hypnotics Of The Hydantoin Type / by Harry E. Albert.,2,"14943446, 14943445"
TITLE,I. Some Aspects Of Lysine Deficiency In Albino Rats. II. The Composition Of The Gains In Weight Of Adrenalectomized Rats / by Jane Kimball Winternitz.,2,"14951752, 14951753"
TITLE,Ideological Origins Of Italian Facism / by Clarence H. Yarrow.,2,"14954397, 14954396"
TITLE,Image Of The Ideal Communist Militant As Depicted In Communist Party Publications / by William H. Wriggins.,2,"14951850, 14951849"
TITLE,"Indebtedness Of 'Tristram Shandy' To Certain English Authors, 1670-1740 / by James A. Work.",2,"14951832, 14951833"
TITLE,Inflections Of 8th-century Japanese / by Masako Yokoyama.,2,"14954428, 14954427"
TITLE,Influence Of Robert Garnier On Elizabethan Drama / by Alexander Maclaren Witherspoon.,2,"14951767, 14951766"
TITLE,"Influence Of The ""speculum Majus"" Of Vincent Of Beauvais On The Works Of Chaucer / by Pauline Aiken.",2,"14943431, 14943430"
TITLE,Inner Dremsstrahlung Associated With K-capture In Argon-37 / by Carl E. Anderson.,2,"14943521, 14943522"
TITLE,Inquiry Into The Status And Significance Of Universality In Law / by Susan Minot Woody.,2,"14951825, 14951824"
TITLE,Intelligibility Of Time / by Hubert G. Alexander.,2,"14943462, 14943461"
TITLE,"Interface of customary and national land law in East Kalimantan, Indonesia / by Donna Mayo Vargas.",2,"9264661, 9264844"
TITLE,International Agreements Concluded By The President Without Submission To The Senate / by Shepherd L. Witman.,2,"14951770, 14951771"
TITLE,Iodine Catalyzed Reaction Between Ceric-sulfate And Arsenious Acid / by John S. Yates.,2,"14954400, 14954401"
TITLE,Irish Emigration To North America 1815-1845 / by William Forbes Adams.,2,"14943394, 14943393"
TITLE,Iroquoian morphology / by Floyd Glenn Lounsbury.,4,"4752714, 7009879, 4752713, 4752712"
TITLE,"Legal Relation Of States At Peace : An Analysis Of The Beginning, Continuance, And Extinction Of Legal Relations / by Emery Johnson Woodall.",2,"14951804, 14951805"
TITLE,"Literary Mode Of Goldsmith's Essays And Of The 'vicar Of Wakefield' / by Samuel Hubert Woods, Jr.",2,"14951814, 14951815"
TITLE,"Magneto-resistance Of Aluminum, Copper, Magnesium, And Antimony At Liquid Helium Temperatures / by George B. Yntema.",2,"14954421, 14954420"
TITLE,"Making of a Monopoly : Kimberley and the South African Diamond Industry, 1870-95 / by William Hewlett Worger.",2,"14738140, 14749699"
TITLE,Methodist Board of Temperance as an instrument of church policy / by Joseph Land Allen.,2,"7229394, 7345275"
TITLE,"Mir'aￌﾄt al-Zamaￌﾄn of Sibtￌﾣ ibn al-Jauzi / Edward S. Chase, Jr., editor.",2,"8380818, 8896121"
TITLE,Moral Philosophy Of Henry Bergson / by Sadik Jalal Al-azm.,2,"14943441, 14943440"
TITLE,Motor Function In The Mentally Diseased / by Wallace Howard Wulfeck.,2,"14951877, 14951876"
TITLE,Multiple Exchange Rates / by Mado R. Ambach.,2,"14943495, 14943494"
TITLE,"Nerval, a masque of dreams, Aureￌﾁlia / by Edward Morris.",2,"9685287, 9685250"
TITLE,"Neutrality, Neutralism And Collective Security / by Samir Nazmi Anabtawi.",2,"14943511, 14943512"
TITLE,New Method Of Synthesizing N-alkyl Derivatives Of Alpha-amino Acids / by Joseph Alfred Ambler.,2,"14943500, 14943501"
TITLE,"Nuclear Energy Levels In Nitrogen / by Lemuel D. Wyly, Jr.",2,"14951880, 14951881"
TITLE,On Laguerre series in the complex domain / Evelyn Boyd.,2,"5053522, 5053523"
TITLE,On Some Algebraic Aspects Of Measure Preserving Transformations / by Roy Lee Adler.,2,"14943538, 14943539"
TITLE,On The Group Of Similitudes And Its Projective Group / by Maria Josefa Wonenburger.,2,"14951793, 14951792"
TITLE,"On the action of phenylhydrazine on acylthiocarbamic and acylimidothiocarbonic esters : pyrro-[Alpha, Beta]-diazole derivatives ; On the action of phenylhydrazine on benzoylpseudothioureas : 1,5-diphenyl-3-amino-pyrro-[Alpha, Beta]-diazole derivatives / b",2,"4764194, 4764195"
TITLE,Patterns Of Piety : Studies In The Intellectual Background Of Dryden's Tragedies / by John A. Winterbottom.,2,"14951750, 14951751"
TITLE,People's religion in fourteenth century England : a survey made from the viewpoint of the history of religious education / by Ernest L. Ackley.,2,"12882123, 12882120"
TITLE,"Personality Patterns And Source Attractiveness As Joint Determinants Of Conformity / by Ronald Samuel Wilson, Jr.",2,"14951738, 14951737"
TITLE,Personality of Goethe as reflected in the American magazines before 1860 / by Annie B. Chaney.,2,"10043635, 10043637"
TITLE,Perspectives Of Failure In 'la Comedie Humaine' / by Charles Myron Affron.,2,"14943561, 14943560"
TITLE,"Phenogenetics Of The Embryonic Lethal, I (i) 48j, In Drosophila Melanogaster / by Theodore Robert Fairbank Wright.",2,"14951866, 14951867"
TITLE,Physical Studies On Animal Viruses / by Carl R. Woese.,2,"14951777, 14951776"
TITLE,Poems Of John Cleveland / by Daniel Holt Woodward.,2,"14951816, 14951817"
TITLE,Politics Of Progress / by Raymond Edwin Wolfinger.,2,"14951789, 14951788"
TITLE,Pompeius Trogus' 'History Of Alexander The Great' / by Robert B. Woolsey.,2,"14951829, 14951828"
TITLE,Population Study Of The Inheritance Of Human Twinning / by Grace Wyshak.,2,"14951883, 14951882"
TITLE,Practice In Activity Schools And The Experiential Theory Of Knowledge / by Glenn Max Wingo.,2,"14951748, 14951749"
TITLE,"Preparation, Properties And Structure Of Some Furo-diazoles / by Shao Tseng Yang.",2,"14954389, 14954390"
TITLE,"Prose Style Of Samuel Johnson / by William K. Wimsatt, Jr.",2,"14951744, 14951745"
TITLE,Prosper Merimee And The Technique Of The Narrative / by Mirella Jona Affron.,2,"14943583, 14943582"
TITLE,Quantification Of Motivation / by Harry G. Yamaguchi.,2,"14954382, 14954381"
TITLE,Rabbinic conception of law compared with Paul's interpretation of law / by Hampton Adams.,2,"12886408, 12886409"
TITLE,Range And Velocity Of Chlorine And Carbon Nuclei / by Gerald A. Wrenshall.,2,"14951846, 14951845"
TITLE,"Record of Goethe's 'Belesenheit' in the Weimar Period, 1775 to 1786 / by Bernhard Ulmer.",2,"10043304, 10043301"
TITLE,Record of Goethe's Belesenheit in the pre-Weimar period of his life / by Karl F. Koￌﾈnig.,2,"10042108, 10042102"
TITLE,Recovery Functions Of Somatosensory Evoked Responses In Man / by James Truett Allison.,2,"14943488, 14943489"
TITLE,Regeneration And Degeneration Experiments On Lateral Line Nerves And Sense Organs In Anurans / by Margaret R. Wright.,2,"14951859, 14951860"
TITLE,Regulation And Gene - Enzyme Relationships In The Biosynthesis Of Histidine In Neurospora / by Asad Ahmed.,2,"14943428, 14943429"
TITLE,Remote Associations In Serial Learning / by Louise R. Witmer.,2,"14951772, 14951773"
TITLE,Repetitions Of Words In Plautus / by Maelynette Aldrich.,2,"14943457, 14943456"
TITLE,Researches In The Field Of Truxane Derivatives : Formation Of Sym-dibenz Fulvalene / by Apostolos George Anastassiou.,2,"14943514, 14943513"
TITLE,Researches in organic and inorganic chemistry / by Howard Stanley Bristol.,2,"4764239, 4764240"
TITLE,Researches in organic and physical chemistry / by George albert Menge.,2,"4764261, 4764262"
TITLE,Researches in organic chemistry / by Carl Oscar Johns.,2,"4764432, 4764431"
TITLE,Researches on pyrimidines / by Frederick W. Heyl.,2,"4764413, 4764414"
TITLE,Resonance Problem In Celestial Mechanics / by Dennis Burley Ames.,2,"14943505, 14943506"
TITLE,Rings Of Linear Operators / by Bertram Yood.,2,"14954429, 14954430"
TITLE,Ro Small Cytoplasmic Ribonucleoproteins of Mammalian Cells / by Sandra Lynn Wolin.,2,"14738095, 14749691"
TITLE,Roads And Towns Of The Central Andes / by Gladys Mary Wrigley.,2,"14951871, 14951870"
TITLE,"Russian Noun Suffixation / by Alfred S. Wise, Jr.",2,"14951760, 14951759"
TITLE,Scholarship students at Yale / by Ralph Case Burr.,2,"11898283, 11898284"
TITLE,"Semantic Study Of The Indo-European Words For ""day."" / by Cedric Arnold Yeo.",2,"14954412, 14954411"
