"MFHD_ID","BIB_ID","TITLE","AUTHOR","BEGIN_PUB_DATE","END_PUB_DATE","PUBLISHER","PUB_PLACE","DISPLAY_CALL_NO"
9938926,9601560,"""Labor,"" free and equal : the black female body and the body politic / by Shatema Annice Threadcraft. ","Threadcraft, Shatema Annice. ","2010",,,,
14497332,14497103,"""Let your women keep silence in the churches"" : Female preaching and evangelical religion in America, 1740-1845 / by Catherine Anne Brekus. ","Brekus, Catherine A., ","1993",,"Yale University, ","[New Haven, Connecticut] : ",
14497578,14497349,"""Like water and honey"" : Moral ideology and the construction of community among the Iraqw of northern Tanzania / by Katherine Ann Snyder. ","Snyder, Katherine Ann, ","1993",,"Yale University, ","[New Haven, Connecticut] : ",
10396699,10116672,"""Lord, protect the wearer"" : late antique numismatic jewerly and the image of the emperor as talismanic device / by Ashley Elizabeth Jones. ","Jones, Ashley Elizabeth. ","2011",,,,
14306129,14301765,"""Ma misi me per l'alto mare aperto"" : Mediterranean seamen during the medieval commercial revolution / by Richard Paul Jackson. ","Jackson, Richard Paul, ","1992",,"Yale University, ","[New Haven, Connecticut] : ",
12116812,11914448,"""Make a difference"" : Afro-Diasporic ethics of childcare work and activism / by Jennifer Susanne Leath. ","Leath, Jennifer Susanne, ","2013",,,,
14502611,14502714,"""Men moun yo""; ""Here are the people"" : Rara festivals and transnational popular culture in Haiti and New York City / by Elizabeth A. McAlister. ","McAlister, Elizabeth A., ","1995",,"Yale University, ","[New Haven, Connecticut] : ",
4909589,4521592,"""Mere moral babble"" : Comus and moral debates of the body / by Jesse Gale. ","Gale, Jesse. ","1998",,,,
8091485,7600252,"""Message in our music"" : spirituals and the cultural politics of race and nation, 1871 to 1945 / by Eric Bernard Grant. ","Grant, Eric Bernard. ","2006",,,,
16035710,16100184,"""Moist, Fleshy, Pulsating Surfaces"" : Seeing and Reading Black Life after Experientiality / by Ashley Nicole James. ","James, Ashley Nicole, ","2020",,"Yale University, ","[New Haven, Connecticut] : ",
8574199,8170590,"""Monumental mockery"" : humanist subversion of the heroic ideal in Erasmus and Shakespeare / by Katherine Lacy Jones. ","Jones, Katherine Lacy. ","2007",,,,
14497398,14497169,"""Museums of household art"" : the interiors and furniture of Herter Brothers, 1865-1906 / by Catherine Lenoir Futter. ","Futter, Catherine Lenoir, ","1993",,"Yale University, ","[New Haven, Connecticut] : ",
14502323,14502426,"""My passionate feeling about Africa"" : Maida Springer-Kemp and the American labor movement / by Yevette Richards. ","Richards, Yevette, ","1994",,"Yale University, ","[New Haven, Connecticut] : ",
5231746,4834673,"""My servants the prophets"" : prophecy and ideology in the Deutero-Jeremianic prose / by Carolyn Jackson Sharp. ","Sharp, Carolyn J. ","2001",,,,
14502746,14502849,"""Nations make their own gods and heroes"" : the legends of King Arthur and Robin Hood in British political culture, 1789-1901 / by Stephanie Lynn Barczewski. ","Barczewski, Stephanie Lynn, ","1996",,"Yale University, ","[New Haven, Connecticut] : ",
14570622,14573847,"""Natural masques"" : Gender and identity in Fielding's early works / by Jill Catherine Campbell. ","Campbell, Jill Catherine, ","1988",,"Yale University, ","[New Haven, Connecticut] : ",
11486498,11335237,"""Neither Indians, nor Egyptians"" : social protest and Islamic populism in the making of the Tabacco Movement in Iran, 1850-1891 / by Ranin Kazemi. ","Kazemi, Ranin, ","2012",,"[publisher not identified], ",[Place of publication not identified] : ,
10733273,10526621,"""Neither tonal nor atonal""? : harmony and harmonic syntax in Gyoￌﾈrgy Ligeti's late triadic works / by Kristen (Kris) P. Shaffer. ","Shaffer, Kristen P. ","2012",,,,
8533298,8123081,"""New but true friends"" : Freemansonry and the culture of male friendship in eighteenth-century France / by Kenneth Bernard Loiselle. ","Loiselle, Kenneth Bernard. ","2007",,,,
9231388,8819592,"""No other choice"" : the sale of people in late Qing and Republican Beijing, 1870-1935 / by Johanna Sirera Ransmeier. ","Ransmeier, Johanna Sirera. ","2008",,,,
13046712,12958703,"""Of men and gods, and things"" : the making of Maratha art in India and Britain, 1700-1900 / by Holly Meredith Shaffer. ","Shaffer, Holly Meredith, ","2015",,"Yale University, ","[New Haven, Connecticut] : ",
13437171,13393735,"""On parchment or on bread"" : textual magic in medieval England / by Katherine Storm Hindley. ","Hindley, Katherine Storm, ","2017",,"Yale University, ","[New Haven, Connecticut] : ",
10368791,10085131,"""One world or none"" : transitional struggles against imperialism in the American century / by Leah Victoria Khaghani. ","Khaghani, Leah Victoria. ","2011",,,,
12117121,11914876,"""Our native soil"" : Philadelphian Quakers and geographies of race, 1780-1838 / by Jayne Ellen Ptolemy. ","Ptolemy, Jayne Ellen, ","2013",,,,
14502187,14502290,"""Passionate work"" : toward a georgics of the feelings / by Kevis Goodman. ","Goodman, Kevis, ","1994",,"Yale University, ","[New Haven, Connecticut] : ",
12638886,12501436,"""Paternalistic helping"" : children prioritize others' ultimate intentions and best interests over their current desires / by Alia Martin. ","Martin, Alia, ","2014",,"Yale University, ","New Haven, Connecticut : ",
4931525,4542846,"""Peaceful penetration under arms"" : Anglo-Russian relations in Central Asia, 1907-1914 / by Jennifer Siegel. ","Siegel, Jennifer. ","1998",,,,
12097292,11890474,"""People before highways"" : reconsidering routes to and from the Boston anti-highway movement / by Karilyn Michelle Crockett. ","Crockett, Karilyn Michelle, ","2013",,,,
14502843,14502946,"""Plautdietsch"" and ""Huuchdietsch"" in Chihuahua : Language, literacy, and identity among the Old Colony Mennonites in northern Mexico / by Kelly Lynn Hedges. ","Hedges, Kelly Lynn, ","1996",,"Yale University, ","[New Haven, Connecticut] : ",
8883680,8446565,"""Pluralism by design"" and the politics of public participation : air quality governance reform in South Africa / by Achim A. Halpaap. ","Halpaap, Achim A. ","2008",,,,
14704288,14713499,"""Que vivio tiene la gente aqui en Nueva York"" : Music and community in Puerto Rican New York, 1915-1940 / by Ruth Glasser. ","Glasser, Ruth, ","1991",,"Yale University, ","[New Haven, Connecticut] : ",
5210552,4814185,"""Randall Jarrell and his age"" / by Stephen Louis Burt. ","Burt, Stephen Louis. ","2001",,,,
12636766,12498794,"""Realismo visionario"" nel nuovo cinema d'impegno italiano / by Francesco Rabissi. ","Rabissi, Francesco, ","2014",,"Yale University, ","New Haven, Connecticut : ",
5256997,4859241,"""Rosary Cantorales"" of early modern Spain : an interdisciplinary study in attribution / by Lorenzo Francisco Candelaria. ","Candelaria, Lorenzo Francisco. ","2001",,,,
14704928,14714138,"""Rrose Selavy""--through a rose-colored glass : the elusive text of Robert Desnos / by Pamela Monck Hill. ","Hill, Pamela Monck, ","1989",,"Yale University, ","[New Haven, Connecticut] : ",
9961231,9628236,"""Salarymen"" in crisis? : the collapse of dominant ideologies and shifting identities of salarymen in metropolitan Japan / by Nana Okura. ","Okura, Nana. ","2010",,,,
14497439,14497210,"""Scars of decisions"" : Transvestism and other versions of masculinity in contemporary Spanish American literature / by Benigno Sifuentes Jauregui. ","Jauregui, Benigno Sifuentes, ","1993",,"Yale University, ","[New Haven, Connecticut] : ",
5036898,4644903,"""Sethe that Babyl was ybuld"" : translation and dissent in later medieval England / by Kellie Paige Robertson. ","Robertson, Kellie Paige. ","1997",,,,
8206951,7740533,"""Sexual, cultural, and civic self-representation among African American, British West Indian, and Southern Italian women in New York City, 1900-1930"" / by Tanya Hart. ","Hart, Tanya. ","2006",,,,
14868916,14882122,"""She's PrEPared"" : The Impact of Intimate Partner Violence on Women's Engagement in the PrEP Care Continuum / by Tiara Capri Willie. ","Willie, Tiara, ","2018",,"Yale University, ","[New Haven, Connecticut] : ",
12615828,12472217,"""She's that way"" : female same-sex intimacy and the growth of modern sexual categories in the U.S., 1920-1940 / by Anastasia Jones. ","Jones, Anastasia, ","2013","2014","Yale University, ","New Haven, Connecticut : ",
14704427,14713638,"""Sir Gawain and the Green Knight"" and the quest for the Grail : Chretien de Troyes' ""Perceval"", the first continuation, ""Diu Krone"" and the ""Perlesvaus"" / by Marshal Severy Grant. ","Grant, Marshal Severy, ","1990",,"Yale University, ","[New Haven, Connecticut] : ",
8891386,8454942,"""Speaking letters"" : epistolary networks, communication, and community in the wider British world, 1660-1760 / by Lindsay O'Neill. ","O'Neill, Lindsay. ","2008",,,,
7651425,7104374,"""Spectacular wickedness"" : New Orleans, prostitution, and the politics of sex, 1897-1917 / by Emily Epstein Landau. ","Landau, Emily Epstein. ","2005",,,,
14502298,14502401,"""Spilling"" and ""saving"" : Allegory and the meaning of the quest in Book Five and Book Six of ""the Faerie Queene"" / by William Edward O'Neil. ","O'Neil, William Edward, ","1994",,"Yale University, ","[New Haven, Connecticut] : ",
14705131,14714341,"""Strikitos"" : Race, class, and work in the Arizona copper industry, 1870-1920 / by Andrea Yvette Huginnie. ","Huginnie, Andrea Yvette, ","1991",,"Yale University, ","[New Haven, Connecticut] : ",
9727842,9373591,"""Suffer the little children"" : a child-centered exploration of the Elisha cycle / by Julie Faith Parker. ","Parker, Julie Faith. ","2010",,,,
11384047,11225577,"""Swinish multitude"" and fashionable promenades : battles over public space in New York City, 1815-1865 / by Catherine Clare McNeur. ","McNeur, Catherine Clare. ","2012",,,,
5037277,4645269,"""Sympathetic revenge"" : Burke, Godwin, Melville, and the narrative of pursuit / by Elizabeth Dale Samet. ","Samet, Elizabeth Dale. ","1997",,,,
8536163,8126695,"""Tell it like it is, baby"" : the intersection of culture and democracy in Ralph Ellison / by Brennan McDaniel Maier. ","Maier, Brennan McDaniel. ","2007",,,,
9660837,9301923,"""Terror Town"" : the impact of 9/11 on Arab Muslims, intergroup relationships and community life in Jersey City / Jennifer L. Bryan. ","Bryan, Jennifer L. ","2009",,,,
12620885,12477787,"""Tha Com of More under Misthleothum Grendel Gongan"" : the scholarly and popular reception of Beowulf's Grendel from 1805 to the present day / by Nienke Christine Venderbosch. ","Venderbosch, Nienke Christine, ","2014",,"Yale University, ","New Haven, Connecticut : ",
5002671,4611581,"""That earlier, wilder image"" : oil sketches by American landscape painters, 1830-1880 / by Eleanor Lewis Jones Harvey. ","Harvey, Eleanor Jones. ","1998",,,,
15656643,15680854,"""The Period Between Was My Life"" : Self-Adaptation and the Many Lives of Bill Gunn / by Nicholas Forster. ","Forster, Nicholas, ","2019",,"Yale University, ","[New Haven, Connecticut] : ",
14868960,14882166,"""The Soul in Paraphrase"" : Prayer and the Changing Mental Worlds of Early Modern France and England / by Flynn Jamison Cratty. ","Cratty, Flynn, ","2019",,"Yale University, ","[New Haven, Connecticut] : ",
14497569,14497340,"""The artificial river"" : the Erie Canal and the paradoxes of progress, 1817-1862 / by Carol Sheriff. ","Sheriff, Carol, ","1993",,"Yale University, ","[New Haven, Connecticut] : ",
14497571,14497342,"""The pale cast of thought"" : Hesitation and decision in the Renaissance epic / by James Lawrence Shulman. ","Shulman, James Lawrence, ","1993",,"Yale University, ","[New Haven, Connecticut] : ",
14502681,14502784,"""The parting of the waters"" : the Brazilian army and society, 1889-1954 / by Shawn Christian Smallman. ","Smallman, Shawn Christian, ","1995",,"Yale University, ","[New Haven, Connecticut] : ",
14502504,14502608,"""The very house of difference"" : Intersection of identities in the life histories of Colorado lesbians, 1940-1965 / by Katie Gilmartin. ","Gilmartin, Katie, ","1995",,"Yale University, ","[New Haven, Connecticut] : ",
4909396,4521398,"""Their fathers' daughters"" : female adolescence and the problem of sexual authority in America, 1941-1965 / by Rachel J. Devlin. ","Devlin, Rachel J. ","1999",,,,
14497538,14497309,"""This American Africa"" : Cultural dimensions of U.S. imperialism in Haiti, 1915-1940 / by Mary Angela Renda. ","Renda, Mary Angela, ","1993",,"Yale University, ","[New Haven, Connecticut] : ",
8574043,8170377,"""This weeping land"" : the making, destruction, and rebirth of the Yaqui mission towns, 1533-1810 / by Raphael Brewster Folsom. ","Folsom, Raphael Brewster. ","2007",,,,
5043805,4651607,"""Titianus Redivivus"" : Titian in British art theory, criticism, and practice, 1768-1830 / by Eric McCauley Lee. ","Lee, Eric McCauley. ","1997",,,,
14569859,14573085,"""To see is to know"" : Stereographs educate Americans about East Asia, 1890-1940 / by Judith Ann Babbitts. ","Babbitts, Judith Ann, ","1987",,"Yale University, ","[New Haven, Connecticut] : ",
14571510,14574735,"""To the gentle reader"" : Prefatory rhetoric in the Renaissance / by Walter Kevin Dunn. ","Dunn, Walter Kevin, ","1988",,"Yale University, ","[New Haven, Connecticut] : ",
5052684,4660167,"""Transcripts of modern life"" : the London paintings of James Tissot, 1871-1882 / by Nancy Rose Marshall. ","Marshall, Nancy Rose. ","1998",,,,
11413941,11256090,"""Unconfessed confessions"" : strategies of (not) telling in nineteenth-century narratives / by Elina Bloch. ","Bloch, Elina. ","2012",,,,
14502229,14502332,"""Vorgriff auf esse"" : a study in the relation of philosophy to theology in the thought of Karl Rahner / by Karen Elizabeth Kilby. ","Kilby, Karen Elizabeth, ","1994",,"Yale University, ","[New Haven, Connecticut] : ",
14497607,14497378,"""We mean to be counted"" : White women and politics in antebellum Virginia / by Elizabeth R. Varon. ","Varon, Elizabeth R., 1963- ","1993",,"Yale University, ","[New Haven, Connecticut] : ",
14497422,14497193,"""We must and shall be free"" : David Walker, evangelicalism, and the problem of antebellum black resistance / by Peter Pringle Hinks. ","Hinks, Peter Pringle, ","1993",,"Yale University, ","[New Haven, Connecticut] : ",
14570833,14574058,"""We two know the script; we have become good friends"" : Linguistic and social aspects of the Women's Script literacy in southern Hunan, China / by William Wei Chiang. ","Chiang, William Wei, ","1991",,"Yale University, ","[New Haven, Connecticut] : ",
4943195,4554187,"""What has happened to the son of Kish?"" : a dialogic reading of the Saul narrative in I Samuel / by Judy Fentress-Williams. ","Fentress-Williams, Judy. ","1999",,,,
5037475,4645467,"""What is between us?"" : Henry James and the rhetoric of intimacy / by David Matthew Southward. ","Southward, David Matthew. ","1997",,,,
9231514,8819715,"""What virtue and wisdom can do"" : Homer's Odyssey in the Renaissance imagination / by Sarah Phillips Van der Laan. ","Van der Laan, Sarah Phillips. ","2009",,,,
9939524,9602265,"""With and against cinema"" : the Situationist International and the cinematic image / by Jennifer Fisher Stob. ","Stob, Jennifer Fisher. ","2010",,,,
14502181,14502284,"""Without benefit of clergy"" : Women in the pastoral relationship in Victorian American culture / by Karin Erdevig Gedge. ","Gedge, Karin Erdevig, ","1994",,"Yale University, ","[New Haven, Connecticut] : ",
14306199,14301843,"""Women's work"" : Self-sacrifice, republicanism, and the character of American women, 1682-1920 / by Tara Kathryn Fitzpatrick. ","Fitzpatrick, Tara Kathryn, ","1992",,"Yale University, ","[New Haven, Connecticut] : ",
13543562,13504206,"""You Just Type"" : Women Television Writers in 1950s America / by Anne Frances Berke. ","Berke, Anne Frances, ","2016",,"Yale University, ","[New Haven, Connecticut] : ",
14502813,14502916,"""You got to move like hell"" : Trans-Pacific colonialism and Filipina/o Seattle, 1919-1941 / by Dorothy Bintang Fujita Rony. ","Fujita Rony, Dorothy Bintang, ","1996",,"Yale University, ","[New Haven, Connecticut] : ",
6694829,5994119,"""Your patriotism is of the purest quality"" : African American women and World War I / by Nikki L.M. Brown. ","Brown, Nikki L. M. ","2002",,,,
13437272,13393865,"""gregueriￌﾁa viva"" en la obra de juventud de Ramoￌﾁn Goￌﾁmez de la Serna (1905-1914) / by Diego Del Riￌﾁo Arrillaga. ","Del Riￌﾁo Arrillaga, Diego, ","2017",,"Yale University, ","[New Haven, Connecticut] : ",
14502221,14502324,"""invisible"" Maya : Late classic minimally-platformed residential settlement at Itzan, Peten, Guatemala / by Kevin James Johnston. ","Johnston, Kevin James, ","1994",,"Yale University, ","[New Haven, Connecticut] : ",
14502534,14502637,"""manly"" ideal of politics and the imperialist impulse : Gender, U.S. political culture, and the Spanish-American and Phillipine-American wars / by Kristin L. Hoganson. ","Hoganson, Kristin L., ","1995",,"Yale University, ","[New Haven, Connecticut] : ",
8824719,8384347,"""noble savage"" in chains : Indian slavery in colonial South Carolina, 1670-1735 / by Denise Ileana Bossy. ","Bossy, Denise Ileana. ","2008",,,,
7311930,6712469,"""professional amateur"" : noble composers, court life, and musical innovation in late sixteenth-century Italy / by Buckley Harris Crist. ","Crist, Buckley Harris. ","2004",,,,
14497555,14497326,"""subtle knot"" : Spirits and the hermetic imagination in the poetics of Dante, Michelangelo, Sidney and Donne / by Anthony Presti Russell. ","Russell, Anthony Presti, ","1993",,"Yale University, ","[New Haven, Connecticut] : ",
14502922,14503025,"""unmanly"" poet : Keats and the poetics of desire / by James Hiester Najarian. ","Najarian, James Hiester, ","1996",,"Yale University, ","[New Haven, Connecticut] : ",
14306165,14301802,"""without parse of script"" : the interaction of conventional literacy and vernacular practice in African American expressive culture / by Grey Gundaker. ","Gundaker, Grey, ","1992",,"Yale University, ","[New Haven, Connecticut] : ",
14305967,14301580,"''Follow Me.'' Narrative and rhetorical functions of the disciples in the Gospel of Mark, Greek philosophical biographies, and the ''Wisdom of Ben Sira'' / by Whitney Taylor Shiner. ","Shiner, Whitney Taylor, ","1992",,"Yale University, ","[New Haven, Connecticut] : ",
