"id","title","repository","identifier","access_note","restrictions","uri"
1958387,"Receipt for $18 from Charles Augustus Lindbergh, 1921",Manuscripts and Archives,"[""MS 325"",null,null,null]","Due to the physical nature of the material, staff supervision is required.","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1958387
1958389,"Wallet embossed with plane and ""C. L."", Undated",Manuscripts and Archives,"[""MS 325"",null,null,null]","Due to the physical nature of the material, staff supervision is required.","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1958389
1958390,"Wallet, embossed in gold on exterior ""CAL"" and on interior ""COLONEL CHARLES A. LINDBERGH"", Undated",Manuscripts and Archives,"[""MS 325"",null,null,null]","Due to the physical nature of the material, staff supervision is required.","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1958390
1958391,"Checkbook with stub for payment for <title>Spirit of St. Louis</title>, 1927",Manuscripts and Archives,"[""MS 325"",null,null,null]","Due to the physical nature of the material, staff supervision is required.","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1958391
1958392,"Targets held by Charles Augustus Lindbergh while friends shot at it, 1921",Manuscripts and Archives,"[""MS 325"",null,null,null]","Due to the physical nature of the material, staff supervision is required.","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1958392
1958393,"Dictionaries with code (2 copies), Undated",Manuscripts and Archives,"[""MS 325"",null,null,null]","Due to the physical nature of the material, staff supervision is required.","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1958393
1958394,"Bullet casing, Undated",Manuscripts and Archives,"[""MS 325"",null,null,null]","Due to the physical nature of the material, staff supervision is required.","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1958394
1958395,"Button, Progressive Party, given to Charles Augustus Lindbergh by his father, Undated",Manuscripts and Archives,"[""MS 325"",null,null,null]","Due to the physical nature of the material, staff supervision is required.","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1958395
1958396,"Map sent to Evangeline Lodge (Land) Lindbergh, 1927",Manuscripts and Archives,"[""MS 325"",null,null,null]","Due to the physical nature of the material, staff supervision is required.","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1958396
1958397,"Dime, mercury, sent to Charles Augustus Lindbergh by John D. Rockefeller, Undated",Manuscripts and Archives,"[""MS 325"",null,null,null]","Due to the physical nature of the material, staff supervision is required.","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1958397
1958398,"Ring, plain white metal, Undated",Manuscripts and Archives,"[""MS 325"",null,null,null]","Due to the physical nature of the material, staff supervision is required.","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1958398
1958399,"Notebook, carried by Charles Augustus Lindbergh on flights, 1927-1928",Manuscripts and Archives,"[""MS 325"",null,null,null]","Due to the physical nature of the material, staff supervision is required.","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1958399
1958400,"Card, identification, carried by Charles Augustus Lindbergh on flight, 1927",Manuscripts and Archives,"[""MS 325"",null,null,null]","Due to the physical nature of the material, staff supervision is required.","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1958400
1958402,"Invitation, dinner, President and Mrs. Ferdinand Marcos, Philippines, 1971",Manuscripts and Archives,"[""MS 325"",null,null,null]","Due to the physical nature of the material, staff supervision is required.","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1958402
1958403,"Plaque, Apollo 11, 1969",Manuscripts and Archives,"[""MS 325"",null,null,null]","Due to the physical nature of the material, staff supervision is required.","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1958403
1958404,"U. S. White House guest cards (2) and dinner program, 1972",Manuscripts and Archives,"[""MS 325"",null,null,null]","Due to the physical nature of the material, staff supervision is required.","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1958404
1958405,"Pamphlet, ""Charting His Course"", Undated",Manuscripts and Archives,"[""MS 325"",null,null,null]","Due to the physical nature of the material, staff supervision is required.","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1958405
1958406,"Handbills, Loew's State Theatre (2), Undated",Manuscripts and Archives,"[""MS 325"",null,null,null]","Due to the physical nature of the material, staff supervision is required.","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1958406
1958407,"Handbill, baseball games, Circa 1925",Manuscripts and Archives,"[""MS 325"",null,null,null]","Due to the physical nature of the material, staff supervision is required.","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1958407
1958409,"Stickpin, ""Berlin, 1938"" in box, from German trip, 1938",Manuscripts and Archives,"[""MS 325"",null,null,null]","Due to the physical nature of the material, staff supervision is required.","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1958409
1958410,"Program, movie, ""Douglas Fairbanks in <title>Robin Hood</title>"", Undated",Manuscripts and Archives,"[""MS 325"",null,null,null]","Due to the physical nature of the material, staff supervision is required.","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1958410
1958411,"""Charles A. Lindbergh Biographical and Philatelic Study,"" (2 copies), Undated",Manuscripts and Archives,"[""MS 325"",null,null,null]","Due to the physical nature of the material, staff supervision is required.","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1958411
1958412,"Glass lantern slide, ""Emotional traits"", Undated",Manuscripts and Archives,"[""MS 325"",null,null,null]","Due to the physical nature of the material, staff supervision is required.","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1958412
1958413,"50th high school reunion material, 1968",Manuscripts and Archives,"[""MS 325"",null,null,null]","Due to the physical nature of the material, staff supervision is required.","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1958413
1958414,"Skylab poster, patch and letter by Bill Pogue, 1972",Manuscripts and Archives,"[""MS 325"",null,null,null]","Due to the physical nature of the material, staff supervision is required.","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1958414
1958415,"Piece of Wright Brothers' Kitty Hawk hangar (souvenir), 1948",Manuscripts and Archives,"[""MS 325"",null,null,null]","Due to the physical nature of the material, staff supervision is required.","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1958415
1958416,"Piece of Orville Wright plane, Undated",Manuscripts and Archives,"[""MS 325"",null,null,null]","Due to the physical nature of the material, staff supervision is required.","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1958416
1958417,"Tintype of Flora Linn, Undated",Manuscripts and Archives,"[""MS 325"",null,null,null]","Due to the physical nature of the material, staff supervision is required.","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1958417
1958418,"Medal given to Amelia Earhart, replica, Circa 1932",Manuscripts and Archives,"[""MS 325"",null,null,null]","Due to the physical nature of the material, staff supervision is required.","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1958418
1958419,"Pin from 1932 National Air Races, 1932",Manuscripts and Archives,"[""MS 325"",null,null,null]","Due to the physical nature of the material, staff supervision is required.","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1958419
1958420,"Buttons, America First (4), Circa 1938",Manuscripts and Archives,"[""MS 325"",null,null,null]","Due to the physical nature of the material, staff supervision is required.","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1958420
1958421,"Sticker, ""Defend America First"", Circa 1938",Manuscripts and Archives,"[""MS 325"",null,null,null]","Due to the physical nature of the material, staff supervision is required.","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1958421
1958422,"Pen, quill, used by Governor Smith to sign aviation bill, 1928",Manuscripts and Archives,"[""MS 325"",null,null,null]","Due to the physical nature of the material, staff supervision is required.","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1958422
1958423,"Pin, ""Lindbergh flight"", Undated",Manuscripts and Archives,"[""MS 325"",null,null,null]","Due to the physical nature of the material, staff supervision is required.","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1958423
1958424,"Ribbon, ""Welcome Home"", Circa 1927",Manuscripts and Archives,"[""MS 325"",null,null,null]","Due to the physical nature of the material, staff supervision is required.","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1958424
1958425,"Horseshoe, Pitch's, Undated",Manuscripts and Archives,"[""MS 325"",null,null,null]","Due to the physical nature of the material, staff supervision is required.","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1958425
1958426,"Newspaper accounts of early Charles Augustus Lindbergh flights, Circa 1923-1927",Manuscripts and Archives,"[""MS 325"",null,null,null]","Due to the physical nature of the material, staff supervision is required.","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1958426
1958427,"Target with 10 bullseyes, 1920",Manuscripts and Archives,"[""MS 325"",null,null,null]","Due to the physical nature of the material, staff supervision is required.","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1958427
1958428,"<title>Der Führer und Sein Volk</title> (miniature book) from 1938 German trip, 1938",Manuscripts and Archives,"[""MS 325"",null,null,null]","Due to the physical nature of the material, staff supervision is required.","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1958428
1958429,"Tie tack, Transcontinental Air Transport (TAT), Undated",Manuscripts and Archives,"[""MS 325"",null,null,null]","Due to the physical nature of the material, staff supervision is required.","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1958429
1958436,"Fabric from <title>Spirit of St. Louis</title>, Undated",Manuscripts and Archives,"[""MS 325"",null,null,null]","Due to the physical nature of the material, staff supervision is required.","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1958436
1958437,"Zero air marker, Undated",Manuscripts and Archives,"[""MS 325"",null,null,null]","Due to the physical nature of the material, staff supervision is required.","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1958437
2097826,"Oral history interview, National World War II Museum, Circa 2009",Manuscripts and Archives,"[""MS 2009"",null,null,null]",Closed until processed.,"[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/2097826
1263021,Audiocassettes,Manuscripts and Archives,"[""MS 1746"",null,null,null]","Original audiovisual materials, as well as preservation and duplicating masters, may not be played. Researchers must consult use copies, or if none exist must pay for a use copy, which is retained by the repository. Researchers wishing to obtain an additional copy for their personal use should consult Copying Services information on the Manuscripts and Archives web site.","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1263021
1535220,"Original 16mm reel-to-reel tapes <emph render=""smcaps"">[restricted]</emph>",Manuscripts and Archives,"[""MS 1665"",null,null,null]","Original audio, film, and video recordings, as well as preservation masters and duplicating masters may not be played. Readers may only play use copies. If a use copy of a particular recording does not exist, researchers must consult with the reference archivist for policies and procedures regarding the creation of duplicating master and use copies of original recordings.
","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1535220
1535284,Duplicating masters,Manuscripts and Archives,"[""MS 1665"",null,null,null]","Original audio, film, and video recordings, as well as preservation masters and duplicating masters may not be played. Readers may only play use copies. If a use copy of a particular recording does not exist, researchers must consult with the reference archivist for policies and procedures regarding the creation of duplicating master and use copies of original recordings.
","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1535284
1536399,"Untitled, Riverside Church [includes worship service], 1981 November 15",Manuscripts and Archives,"[""MS 1665"",null,null,null]","Original audio, film, and video recordings, as well as preservation masters and duplicating masters may not be played. Readers may only play use copies. If a use copy of a particular recording does not exist, researchers must consult with the reference archivist for policies and procedures regarding the creation of duplicating master and use copies of original recordings.
","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1536399
1536409,Original ,Manuscripts and Archives,"[""MS 1665"",null,null,null]","Original audio, film, and video recordings, as well as preservation masters and duplicating masters may not be played. Readers may only play use copies. If a use copy of a particular recording does not exist, researchers must consult with the reference archivist for policies and procedures regarding the creation of duplicating master and use copies of original recordings.
","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1536409
1536416,"Untitled, Riverside Church, 1986 December 14",Manuscripts and Archives,"[""MS 1665"",null,null,null]","Original audio, film, and video recordings, as well as preservation masters and duplicating masters may not be played. Readers may only play use copies. If a use copy of a particular recording does not exist, researchers must consult with the reference archivist for policies and procedures regarding the creation of duplicating master and use copies of original recordings.
","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1536416
1536421,"Untitled, Riverside Church, 1987 January 25",Manuscripts and Archives,"[""MS 1665"",null,null,null]","Original audio, film, and video recordings, as well as preservation masters and duplicating masters may not be played. Readers may only play use copies. If a use copy of a particular recording does not exist, researchers must consult with the reference archivist for policies and procedures regarding the creation of duplicating master and use copies of original recordings.
","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1536421
1536422,"Untitled, Riverside Church, 1987 February 1",Manuscripts and Archives,"[""MS 1665"",null,null,null]","Original audio, film, and video recordings, as well as preservation masters and duplicating masters may not be played. Readers may only play use copies. If a use copy of a particular recording does not exist, researchers must consult with the reference archivist for policies and procedures regarding the creation of duplicating master and use copies of original recordings.
","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1536422
1536423,"Untitled, Riverside Church, 1987 March 1",Manuscripts and Archives,"[""MS 1665"",null,null,null]","Original audio, film, and video recordings, as well as preservation masters and duplicating masters may not be played. Readers may only play use copies. If a use copy of a particular recording does not exist, researchers must consult with the reference archivist for policies and procedures regarding the creation of duplicating master and use copies of original recordings.
","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1536423
1536425,Original [includes worship service],Manuscripts and Archives,"[""MS 1665"",null,null,null]","Original audio, film, and video recordings, as well as preservation masters and duplicating masters may not be played. Readers may only play use copies. If a use copy of a particular recording does not exist, researchers must consult with the reference archivist for policies and procedures regarding the creation of duplicating master and use copies of original recordings.
","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1536425
1536426,Duplicating master [does not include worship service],Manuscripts and Archives,"[""MS 1665"",null,null,null]","Original audio, film, and video recordings, as well as preservation masters and duplicating masters may not be played. Readers may only play use copies. If a use copy of a particular recording does not exist, researchers must consult with the reference archivist for policies and procedures regarding the creation of duplicating master and use copies of original recordings.
","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1536426
1536428,"Untitled, Riverside Church, 1987 March 15",Manuscripts and Archives,"[""MS 1665"",null,null,null]","Original audio, film, and video recordings, as well as preservation masters and duplicating masters may not be played. Readers may only play use copies. If a use copy of a particular recording does not exist, researchers must consult with the reference archivist for policies and procedures regarding the creation of duplicating master and use copies of original recordings.
","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1536428
1536429,"Untitled, Riverside Church, 1987 March 22",Manuscripts and Archives,"[""MS 1665"",null,null,null]","Original audio, film, and video recordings, as well as preservation masters and duplicating masters may not be played. Readers may only play use copies. If a use copy of a particular recording does not exist, researchers must consult with the reference archivist for policies and procedures regarding the creation of duplicating master and use copies of original recordings.
","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1536429
1536430,"Untitled, Riverside Church, 1987 April 19",Manuscripts and Archives,"[""MS 1665"",null,null,null]","Original audio, film, and video recordings, as well as preservation masters and duplicating masters may not be played. Readers may only play use copies. If a use copy of a particular recording does not exist, researchers must consult with the reference archivist for policies and procedures regarding the creation of duplicating master and use copies of original recordings.
","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1536430
1536431,"Untitled, Riverside Church, 1987 May 3",Manuscripts and Archives,"[""MS 1665"",null,null,null]","Original audio, film, and video recordings, as well as preservation masters and duplicating masters may not be played. Readers may only play use copies. If a use copy of a particular recording does not exist, researchers must consult with the reference archivist for policies and procedures regarding the creation of duplicating master and use copies of original recordings.
","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1536431
1536432,"Untitled, Riverside Church, 1987 May 24",Manuscripts and Archives,"[""MS 1665"",null,null,null]","Original audio, film, and video recordings, as well as preservation masters and duplicating masters may not be played. Readers may only play use copies. If a use copy of a particular recording does not exist, researchers must consult with the reference archivist for policies and procedures regarding the creation of duplicating master and use copies of original recordings.
","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1536432
1536433,"Untitled, Riverside Church, 1987 July 5",Manuscripts and Archives,"[""MS 1665"",null,null,null]","Original audio, film, and video recordings, as well as preservation masters and duplicating masters may not be played. Readers may only play use copies. If a use copy of a particular recording does not exist, researchers must consult with the reference archivist for policies and procedures regarding the creation of duplicating master and use copies of original recordings.
","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1536433
1536434,"Untitled, Riverside Church, 1987 July 12",Manuscripts and Archives,"[""MS 1665"",null,null,null]","Original audio, film, and video recordings, as well as preservation masters and duplicating masters may not be played. Readers may only play use copies. If a use copy of a particular recording does not exist, researchers must consult with the reference archivist for policies and procedures regarding the creation of duplicating master and use copies of original recordings.
","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1536434
1536435,"Untitled, Riverside Church [includes worship service], 1987 September 27",Manuscripts and Archives,"[""MS 1665"",null,null,null]","Original audio, film, and video recordings, as well as preservation masters and duplicating masters may not be played. Readers may only play use copies. If a use copy of a particular recording does not exist, researchers must consult with the reference archivist for policies and procedures regarding the creation of duplicating master and use copies of original recordings.
","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1536435
1536436,"Untitled, Riverside Church [includes worship service], 1987 November 1",Manuscripts and Archives,"[""MS 1665"",null,null,null]","Original audio, film, and video recordings, as well as preservation masters and duplicating masters may not be played. Readers may only play use copies. If a use copy of a particular recording does not exist, researchers must consult with the reference archivist for policies and procedures regarding the creation of duplicating master and use copies of original recordings.
","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1536436
